PartNumber,Desc,SUnder,Supercession,SurchVal,RRP,Stklevel
44911,DISTRIBUTOR CAP     ,,                      ,,10.92,Less than 10
DDJ308,DISTRIBUTOR CAP     ,,                      ,,11.470000000000001,Less than 10
LDC033,DISTRIBUTOR CAP     ,,                      ,,7.6399999999999997,Less than 10
IDC081,DISTRIBUTOR CAP     ,,                      ,,10.92,Less than 10
44914,WSL DISTRIBUTOR CAP ,,                      ,,5,Good
DDJ256,WSL DISTRIBUTOR CAP ,,                      ,,5.25,Good
LDC035,DISTRIBUTOR CAP     ,,                      ,,3.5,Good
IDC138,WSL DISTRIBUTOR CAP ,,                      ,,5,Good
44920,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDJ216,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC037,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC143,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
44930,WSL DISTRIBUTOR CAP ,,                      ,,5.3799999999999999,Good
DDJ200,WSL DISTRIBUTOR CAP ,,                      ,,5.6500000000000004,Good
LDC038,DISTRIBUTOR CAP     ,,                      ,,3.77,Good
IDC065,WSL DISTRIBUTOR CAP ,,                      ,,5.3799999999999999,Good
44946,DISTRIBUTOR CAP     ,,                      ,,18.359999999999999,Good
DDJ547,DISTRIBUTOR CAP     ,,                      ,,18.84,Good
LDC039,DISTRIBUTOR CAP     ,,                      ,,12.85,Good
IDC084,DISTRIBUTOR CAP     ,,                      ,,18.359999999999999,Good
44990,WSL DISTRIBUTOR CAP ,,                      ,,0.25,Good
DDB216,WSL DISTRIBUTOR CAP ,,                      ,,0.26000000000000001,Good
LDC041,DISTRIBUTOR CAP     ,,                      ,,0.17999999999999999,Good
IDC186,WSL DISTRIBUTOR CAP ,,                      ,,0.25,Good
45000,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDJ205,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC042,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC187,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
45020,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Good
DDJ407,WSL DISTRIBUTOR CAP ,,                      ,,1.5800000000000001,Good
LDC044,DISTRIBUTOR CAP     ,,                      ,,1.05,Good
IDC112,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Good
45021,WSL DISTRIBUTOR CAP ,,                      ,,1.25,Good
DDJ5002,WSL DISTRIBUTOR CAP ,,                      ,,1.3100000000000001,Good
LDC045,WSL DISTRIBUTOR CAP ,,                      ,,0.88,Good
IDC188,WSL DISTRIBUTOR CAP ,,                      ,,1.25,Good
45031,DISTRIBUTOR CAP     ,,                      ,,6.7400000000000002,Less than 10
DDJ427,DISTRIBUTOR CAP     ,,                      ,,7.0800000000000001,Less than 10
LDC047,DISTRIBUTOR CAP     ,,                      ,,4.7199999999999998,Less than 10
IDC072,DISTRIBUTOR CAP     ,,                      ,,6.7400000000000002,Less than 10
45040,DISTRIBUTOR CAP     ,,                      ,,6.1600000000000001,Less than 10
DDJ411,DISTRIBUTOR CAP     ,,                      ,,6.4699999999999998,Less than 10
LDC048,DISTRIBUTOR CAP     ,,                      ,,4.3099999999999996,Less than 10
IDC124,DISTRIBUTOR CAP     ,,                      ,,6.1600000000000001,Less than 10
45061,DISTRIBUTOR CAP     ,,                      ,,5.6299999999999999,Good
DDJ544,DISTRIBUTOR CAP     ,,                      ,,5.9100000000000001,Good
LDC050,DISTRIBUTOR CAP     ,,                      ,,3.9399999999999999,Good
IDC055,DISTRIBUTOR CAP     ,,                      ,,5.6299999999999999,Good
45062,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Good
DDJ119,WSL DISTRIBUTOR CAP ,,                      ,,1.5800000000000001,Good
LDC051,DISTRIBUTOR CAP     ,,                      ,,1.05,Good
IDC170,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Good
45100,WSL DISTRIBUTOR CAP ,,                      ,,1.25,Good
DDJ5004,WSL DISTRIBUTOR CAP ,,                      ,,1.3100000000000001,Good
LDC052,DISTRIBUTOR CAP     ,,                      ,,0.88,Good
IDC192,WSL DISTRIBUTOR CAP ,,                      ,,1.25,Good
45140,DISTRIBUTOR CAP     ,,                      ,,34.600000000000001,Good
DDB128,DISTRIBUTOR CAP     ,,                      ,,35.509999999999998,Good
LDC054,DISTRIBUTOR CAP     ,,                      ,,24.219999999999999,Good
IDC162,DISTRIBUTOR CAP     ,,                      ,,34.600000000000001,Good
45150,DISTRIBUTOR CAP     ,,                      ,,24.219999999999999,1 Left
DDB153,DISTRIBUTOR CAP     ,,                      ,,24.850000000000001,1 Left
LDC055,DISTRIBUTOR CAP     ,,                      ,,16.949999999999999,1 Left
IDC154,DISTRIBUTOR CAP     ,,                      ,,24.219999999999999,1 Left
45155,DISTRIBUTOR CAP     ,,                      ,,15.18,Good
DDB130,DISTRIBUTOR CAP     ,,                      ,,15.94,Good
LDC056,DISTRIBUTOR CAP     ,,                      ,,10.630000000000001,Good
IDC083,DISTRIBUTOR CAP     ,,                      ,,15.18,Good
45160,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDB198,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC057,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC195,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
45164,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDB132,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC058,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC149,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
45165,DISTRIBUTOR CAP     ,,                      ,,10.43,Good
DDB133,DISTRIBUTOR CAP     ,,                      ,,10.949999999999999,Good
LDC059,DISTRIBUTOR CAP     ,,                      ,,7.2999999999999998,Good
IDC016,DISTRIBUTOR CAP     ,,                      ,,10.43,Good
45170,DISTRIBUTOR CAP     ,,                      ,,5.8600000000000003,Good
DDB182,DISTRIBUTOR CAP     ,,                      ,,6.0099999999999998,Good
LDC060,DISTRIBUTOR CAP     ,,                      ,,4.0999999999999996,Good
IDC018,DISTRIBUTOR CAP     ,,                      ,,5.8600000000000003,Good
45180,DISTRIBUTOR CAP     ,,                      ,,8.1999999999999993,Good
DDB184,DISTRIBUTOR CAP     ,,                      ,,8.4100000000000001,Good
LDC061,DISTRIBUTOR CAP     ,,                      ,,5.7400000000000002,Good
IDC002,DISTRIBUTOR CAP     ,,                      ,,8.1999999999999993,Good
45190,DISTRIBUTOR CAP     ,,                      ,,11.57,Good
DDB152,DISTRIBUTOR CAP     ,,                      ,,12.15,Good
LDC062,DISTRIBUTOR CAP     ,,                      ,,8.0999999999999996,Good
IDC116,DISTRIBUTOR CAP     ,,                      ,,11.57,Good
45191,DISTRIBUTOR CAP     ,,                      ,,10.01,Less than 5
DDJ190,DISTRIBUTOR CAP     ,,                      ,,10.51,Less than 5
LDC063,DISTRIBUTOR CAP     ,,                      ,,7.0099999999999998,Less than 5
IDC105,DISTRIBUTOR CAP     ,,                      ,,10.01,Less than 5
45192,DISTRIBUTOR CAP     ,,                      ,,10.039999999999999,Less than 10
DDJ191,DISTRIBUTOR CAP     ,,                      ,,10.31,Less than 10
LDC064,DISTRIBUTOR CAP     ,,                      ,,7.0300000000000002,Less than 10
IDC117,DISTRIBUTOR CAP     ,,                      ,,10.039999999999999,Less than 10
45210,WSL DISTRIBUTOR CAP ,,                      ,,0.25,Good
DDB151,WSL DISTRIBUTOR CAP ,,                      ,,0.26000000000000001,Good
LDC065,DISTRIBUTOR CAP     ,,                      ,,0.17999999999999999,Good
IDC196,WSL DISTRIBUTOR CAP ,,                      ,,0.25,Good
45220,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
DDB758,WSL DISTRIBUTOR CAP ,,                      ,,1.05,Good
LDC066,DISTRIBUTOR CAP     ,,                      ,,0.69999999999999996,Good
IDC197,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
45310,DISTRIBUTOR CAP     ,,                      ,,13.859999999999999,Less than 10
DDB752,DISTRIBUTOR CAP     ,,                      ,,14.550000000000001,Less than 10
LDC067,DISTRIBUTOR CAP     ,,                      ,,9.6999999999999993,Less than 10
IDC085,DISTRIBUTOR CAP     ,,                      ,,13.859999999999999,Less than 10
45323,DISTRIBUTOR CAP     ,,                      ,,20.440000000000001,Less than 5
DDJ543,DISTRIBUTOR CAP     ,,                      ,,21.460000000000001,Less than 5
LDC068,DISTRIBUTOR CAP     ,,                      ,,14.31,Less than 5
IDC198,DISTRIBUTOR CAP     ,,                      ,,20.440000000000001,Less than 5
45350,WSL DISTRIBUTOR CAP ,,                      ,,0.75,Good
DDJ409,WSL DISTRIBUTOR CAP ,,                      ,,0.79000000000000004,Good
LDC069,DISTRIBUTOR CAP     ,,                      ,,0.53000000000000003,Good
IDC199,WSL DISTRIBUTOR CAP ,,                      ,,0.75,Good
45400,DISTRIBUTOR CAP     ,,                      ,,15.4,Less than 5
DDJ464,DISTRIBUTOR CAP     ,,                      ,,15.81,Less than 5
LDC071,DISTRIBUTOR CAP     ,,                      ,,10.779999999999999,Less than 5
IDC058,DISTRIBUTOR CAP     ,,                      ,,15.4,Less than 5
45450,WSL DISTRIBUTOR CAP ,,                      ,,3,Less than 5
DDJ137,WSL DISTRIBUTOR CAP ,,                      ,,3.1499999999999999,Less than 5
LDC072,WSL DISTRIBUTOR CAP ,,                      ,,2.1000000000000001,Less than 5
IDC203,WSL DISTRIBUTOR CAP ,,                      ,,3,Less than 5
45460,DISTRIBUTOR CAP     ,,                      ,,5.9199999999999999,Good
DDJ235,DISTRIBUTOR CAP     ,,                      ,,6.0899999999999999,Good
LDC073,DISTRIBUTOR CAP     ,,                      ,,4.1399999999999997,Good
IDC044,DISTRIBUTOR CAP     ,,                      ,,5.9199999999999999,Good
45471,DISTRIBUTOR CAP     ,,                      ,,9.0899999999999999,Good
DDJ189,DISTRIBUTOR CAP     ,,FHDDJ156              ,,9.5399999999999991,Good
LDC074,DISTRIBUTOR CAP     ,,                      ,,6.3600000000000003,Good
IDC093,DISTRIBUTOR CAP     ,,                      ,,9.0899999999999999,Good
45472,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Less than 5
DDJ157,WSL DISTRIBUTOR CAP ,,                      ,,1.5800000000000001,Less than 5
LDC075,WSL DISTRIBUTOR CAP ,,                      ,,1.05,Less than 5
IDC165,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Less than 5
45480,WSL DISTRIBUTOR CAP ,,                      ,,1.75,Good
DDJ115,WSL DISTRIBUTOR CAP ,,                      ,,1.8400000000000001,Good
LDC076,DISTRIBUTOR CAP     ,,                      ,,1.23,Good
IDC086,WSL DISTRIBUTOR CAP ,,                      ,,1.75,Good
45510,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDJ104,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC079,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC206,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
45520,WSL DISTRIBUTOR CAP ,,                      ,,0.75,Good
DDJ112,WSL DISTRIBUTOR CAP ,,                      ,,0.79000000000000004,Good
LDC080,DISTRIBUTOR CAP     ,,                      ,,0.53000000000000003,Good
IDC207,WSL DISTRIBUTOR CAP ,,                      ,,0.75,Good
45523,WSL DISTRIBUTOR CAP ,,                      ,,6.0599999999999996,Less than 5
IDC208,WSL DISTRIBUTOR CAP ,,                      ,,12.119999999999999,Less than 5
LDC081,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,1 Left
45550,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
DDJ107,WSL DISTRIBUTOR CAP ,,                      ,,1.05,Good
LDC083,DISTRIBUTOR CAP     ,,                      ,,0.69999999999999996,Good
45570,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Good
DDJ473,WSL DISTRIBUTOR CAP ,,                      ,,1.5800000000000001,Good
LDC085,DISTRIBUTOR CAP     ,,                      ,,1.05,Good
IDC211,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Good
45575,DISTRIBUTOR CAP     ,,                      ,,20.07,Good
DDJ491,DISTRIBUTOR CAP     ,,                      ,,20.59,Good
LDC087,DISTRIBUTOR CAP     ,,                      ,,14.050000000000001,Good
IDC063,DISTRIBUTOR CAP     ,,                      ,,20.07,Good
45580,WSL DISTRIBUTOR CAP ,,                      ,,1.25,Good
DDJ147,WSL DISTRIBUTOR CAP ,,                      ,,1.3100000000000001,Good
LDC088,DISTRIBUTOR CAP     ,,                      ,,0.88,Good
IDC213,WSL DISTRIBUTOR CAP ,,                      ,,1.25,Good
45590,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
DDJ120,WSL DISTRIBUTOR CAP ,,                      ,,1.05,Good
LDC089,DISTRIBUTOR CAP     ,,                      ,,0.69999999999999996,Good
IDC214,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
45591,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
DDJ444,WSL DISTRIBUTOR CAP ,,                      ,,1.05,Good
LDC090,DISTRIBUTOR CAP     ,,                      ,,0.69999999999999996,Good
IDC215,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
45593,WSL DISTRIBUTOR CAP ,,                      ,,0.38,Good
DDJ443,WSL DISTRIBUTOR CAP ,,                      ,,0.40000000000000002,Good
LDC091,DISTRIBUTOR CAP     ,,                      ,,0.27000000000000002,Good
IDC216,WSL DISTRIBUTOR CAP ,,                      ,,0.38,Good
45760,DISTRIBUTOR CAP     ,,                      ,,78.859999999999999,Less than 5
DDB496,DISTRIBUTOR CAP     ,,                      ,,82.799999999999997,Less than 5
LDC094,DISTRIBUTOR CAP     ,,                      ,,55.200000000000003,Less than 5
IDC067,DISTRIBUTOR CAP     ,,                      ,,78.859999999999999,Less than 5
45771,WSL DISTRIBUTOR CAP ,,                      ,,5,Good
DDB501,WSL DISTRIBUTOR CAP ,,                      ,,5.25,Good
LDC095,DISTRIBUTOR CAP     ,,                      ,,3.5,Good
IDC088,WSL DISTRIBUTOR CAP ,,                      ,,5,Good
45772,DISTRIBUTOR CAP     ,,                      ,,23,Good
DDB902,DISTRIBUTOR CAP     ,,FHDDB506              ,,23.609999999999999,Good
LDC096,DISTRIBUTOR CAP     ,,                      ,,16.100000000000001,Good
IDC009,DISTRIBUTOR CAP     ,,                      ,,23,Good
45780,DISTRIBUTOR CAP     ,,                      ,,9.1199999999999992,Less than 5
DDB494,DISTRIBUTOR CAP     ,,                      ,,9.3699999999999992,Less than 5
LDC097,DISTRIBUTOR CAP     ,,                      ,,6.3799999999999999,Less than 5
IDC027,DISTRIBUTOR CAP     ,,                      ,,9.1199999999999992,Less than 5
45810,WSL DISTRIBUTOR CAP ,,                      ,,0.75,Good
DDB461,WSL DISTRIBUTOR CAP ,,                      ,,0.79000000000000004,Good
LDC098,DISTRIBUTOR CAP     ,,                      ,,0.53000000000000003,Good
IDC218,WSL DISTRIBUTOR CAP ,,                      ,,0.75,Good
45820,DISTRIBUTOR CAP     ,,                      ,,8.2899999999999991,Good
DDB462,DISTRIBUTOR CAP     ,,                      ,,8.6999999999999993,Good
LDC099,DISTRIBUTOR CAP     ,,                      ,,5.7999999999999998,Good
IDC053,DISTRIBUTOR CAP     ,,                      ,,8.2899999999999991,Good
45830,DISTRIBUTOR CAP     ,,                      ,,10,Good
DDB481,DISTRIBUTOR CAP     ,,                      ,,10.25,Good
LDC100,DISTRIBUTOR CAP     ,,                      ,,7,Good
IDC022,DISTRIBUTOR CAP     ,,                      ,,10,Good
45840,DISTRIBUTOR CAP     ,,                      ,,20.609999999999999,Good
DDB467,DISTRIBUTOR CAP     ,,                      ,,21.16,Good
LDC101,DISTRIBUTOR CAP     ,,                      ,,14.43,Good
IDC050,DISTRIBUTOR CAP     ,,                      ,,20.609999999999999,Good
45841,DISTRIBUTOR CAP     ,,                      ,,23,Good
DDB492,DISTRIBUTOR CAP     ,,                      ,,23.609999999999999,Good
LDC102,DISTRIBUTOR CAP     ,,                      ,,16.100000000000001,Good
IDC035,DISTRIBUTOR CAP     ,,                      ,,23,Good
45850,DISTRIBUTOR CAP     ,,                      ,,30.550000000000001,Less than 10
DDB480,DISTRIBUTOR CAP     ,,                      ,,31.359999999999999,Less than 10
LDC103,DISTRIBUTOR CAP     ,,                      ,,21.390000000000001,Less than 10
IDC129,DISTRIBUTOR CAP     ,,                      ,,30.550000000000001,Less than 10
45860,DISTRIBUTOR CAP     ,,                      ,,5.9000000000000004,Good
DDB400,DISTRIBUTOR CAP     ,,                      ,,6.0499999999999998,Good
LDC104,DISTRIBUTOR CAP     ,,                      ,,4.1299999999999999,Good
IDC001,DISTRIBUTOR CAP     ,,                      ,,5.9000000000000004,Good
45862,DISTRIBUTOR CAP     ,,                      ,,9,Good
DDB520,DISTRIBUTOR CAP     ,,                      ,,9.2300000000000004,Good
LDC105,DISTRIBUTOR CAP     ,,                      ,,6.2999999999999998,Good
IDC024,DISTRIBUTOR CAP     ,,                      ,,9,Good
45870,WSL DISTRIBUTOR CAP ,,                      ,,5,Good
DDB464,WSL DISTRIBUTOR CAP ,,                      ,,5.25,Good
LDC106,DISTRIBUTOR CAP     ,,                      ,,3.5,Good
IDC220,WSL DISTRIBUTOR CAP ,,                      ,,5,Good
45872,DISTRIBUTOR CAP     ,,                      ,,70.719999999999999,Less than 5
DDB507,DISTRIBUTOR CAP     ,,                      ,,72.590000000000003,Less than 5
LDC107,DISTRIBUTOR CAP     ,,                      ,,49.5,Less than 5
IDC089,DISTRIBUTOR CAP     ,,                      ,,70.719999999999999,Less than 5
45880,DISTRIBUTOR CAP     ,,                      ,,13.33,Less than 10
DDB478,DISTRIBUTOR CAP     ,,                      ,,14,Less than 10
LDC108,DISTRIBUTOR CAP     ,,                      ,,9.3300000000000001,Less than 10
IDC119,DISTRIBUTOR CAP     ,,                      ,,13.33,Less than 10
45901,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDB502,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC109,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC222,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
45902,DISTRIBUTOR CAP     ,,                      ,,6.8600000000000003,Good
DDB503,DISTRIBUTOR CAP     ,,                      ,,7.04,Good
LDC110,DISTRIBUTOR CAP     ,,                      ,,4.7999999999999998,Good
IDC005,DISTRIBUTOR CAP     ,,                      ,,6.8600000000000003,Good
45910,DISTRIBUTOR CAP     ,,                      ,,8.5,Good
DDB487,DISTRIBUTOR CAP     ,,                      ,,8.7200000000000006,Good
LDC111,DISTRIBUTOR CAP     ,,                      ,,5.9500000000000002,Good
IDC036,DISTRIBUTOR CAP     ,,                      ,,8.5,Good
45920,DISTRIBUTOR CAP     ,,                      ,,26.649999999999999,Good
DDB490,DISTRIBUTOR CAP     ,,                      ,,27.359999999999999,Good
LDC112,DISTRIBUTOR CAP     ,,                      ,,18.66,Good
IDC037,DISTRIBUTOR CAP     ,,                      ,,26.649999999999999,Good
45940,DISTRIBUTOR CAP     ,,                      ,,13.460000000000001,Good
DDB486,DISTRIBUTOR CAP     ,,                      ,,14.130000000000001,Good
LDC113,DISTRIBUTOR CAP     ,,                      ,,9.4199999999999999,Good
IDC106,DISTRIBUTOR CAP     ,,                      ,,13.460000000000001,Good
45950,DISTRIBUTOR CAP     ,,                      ,,30.829999999999998,Good
DDB458,DISTRIBUTOR CAP     ,,                      ,,31.649999999999999,Good
LDC114,DISTRIBUTOR CAP     ,,                      ,,21.579999999999998,Good
IDC131,DISTRIBUTOR CAP     ,,                      ,,30.829999999999998,Good
45960,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDB493,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC115,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC224,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
45972,DISTRIBUTOR CAP     ,,                      ,,30.600000000000001,Good
DDB500,DISTRIBUTOR CAP     ,,                      ,,32.130000000000003,Good
LDC116,DISTRIBUTOR CAP     ,,                      ,,21.420000000000002,Good
IDC114,DISTRIBUTOR CAP     ,,                      ,,30.600000000000001,Good
46030,DISTRIBUTOR CAP     ,,                      ,,11.56,Good
DDB231,DISTRIBUTOR CAP     ,,                      ,,12.140000000000001,Good
LDC117,DISTRIBUTOR CAP     ,,                      ,,8.0899999999999999,Good
IDC060,DISTRIBUTOR CAP     ,,                      ,,11.56,Good
46031,DISTRIBUTOR CAP     ,,                      ,,11.949999999999999,Good
DDB249,DISTRIBUTOR CAP     ,,                      ,,12.27,Good
LDC118,DISTRIBUTOR CAP     ,,                      ,,8.3699999999999992,Good
IDC025,DISTRIBUTOR CAP     ,,                      ,,11.949999999999999,Good
46032,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
DDB252,WSL DISTRIBUTOR CAP ,,                      ,,1.05,Good
LDC119,DISTRIBUTOR CAP     ,,                      ,,0.69999999999999996,Good
IDC226,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
46033,DISTRIBUTOR CAP     ,,                      ,,10.98,Less than 10
DDB250,DISTRIBUTOR CAP     ,,                      ,,11.27,Less than 10
LDC120,DISTRIBUTOR CAP     ,,                      ,,7.6900000000000004,Less than 10
IDC011,DISTRIBUTOR CAP     ,,                      ,,10.98,Less than 10
46034,DISTRIBUTOR CAP     ,,                      ,,13.98,Less than 10
DDB251,DISTRIBUTOR CAP     ,,                      ,,14.68,Less than 10
LDC121,DISTRIBUTOR CAP     ,,                      ,,9.7899999999999991,Less than 10
IDC095,DISTRIBUTOR CAP     ,,                      ,,13.98,Less than 10
46050,DISTRIBUTOR CAP     ,,FH44280               ,,5.4400000000000004,Good
46060,DISTRIBUTOR CAP     ,,                      ,,6.2999999999999998,Good
DDB235,DISTRIBUTOR CAP     ,,                      ,,6.4699999999999998,Good
LDC122,DISTRIBUTOR CAP     ,,                      ,,4.4100000000000001,Good
IDC007,DISTRIBUTOR CAP     ,,                      ,,6.2999999999999998,Good
46061,WSL DISTRIBUTOR CAP ,,                      ,,4.4199999999999999,Less than 10
DDB302,WSL DISTRIBUTOR CAP ,,                      ,,4.6399999999999997,Less than 10
LDC123,WSL DISTRIBUTOR CAP ,,                      ,,3.0899999999999999,Less than 10
IDC145,WSL DISTRIBUTOR CAP ,,                      ,,4.4199999999999999,Less than 10
46070,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDB204,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC124,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC227,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
46110,DISTRIBUTOR CAP     ,,                      ,,11.56,Good
DDB245,DISTRIBUTOR CAP     ,,                      ,,12.140000000000001,Good
LDC125,DISTRIBUTOR CAP     ,,                      ,,8.0899999999999999,Good
IDC071,DISTRIBUTOR CAP     ,,                      ,,11.56,Good
46120,DISTRIBUTOR CAP     ,,                      ,,9.5700000000000003,Less than 10
DDB246,DISTRIBUTOR CAP     ,,                      ,,9.8300000000000001,Less than 10
LDC126,DISTRIBUTOR CAP     ,,                      ,,6.7000000000000002,Less than 10
IDC107,DISTRIBUTOR CAP     ,,                      ,,9.5700000000000003,Less than 10
46121,DISTRIBUTOR CAP     ,,                      ,,19.010000000000002,Good
DDB900,DISTRIBUTOR CAP     ,,                      ,,19.960000000000001,Good
LDC127,DISTRIBUTOR CAP     ,,                      ,,13.31,Good
IDC104,DISTRIBUTOR CAP     ,,                      ,,19.010000000000002,Good
46130,DISTRIBUTOR CAP     ,,                      ,,8.2699999999999996,Good
DDB247,DISTRIBUTOR CAP     ,,                      ,,8.4800000000000004,Good
LDC128,DISTRIBUTOR CAP     ,,                      ,,5.79,Good
IDC019,DISTRIBUTOR CAP     ,,                      ,,8.2699999999999996,Good
46140,DISTRIBUTOR CAP     ,,                      ,,11.33,Good
DDB248,DISTRIBUTOR CAP     ,,                      ,,11.640000000000001,Good
LDC129,DISTRIBUTOR CAP     ,,                      ,,7.9299999999999997,Good
IDC012,DISTRIBUTOR CAP     ,,                      ,,11.33,Good
46200,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
DDB215,WSL DISTRIBUTOR CAP ,,                      ,,0.53000000000000003,Good
LDC130,DISTRIBUTOR CAP     ,,                      ,,0.34999999999999998,Good
IDC229,WSL DISTRIBUTOR CAP ,,                      ,,0.5,Good
46250,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Good
DDB240,WSL DISTRIBUTOR CAP ,,                      ,,1.5800000000000001,Good
LDC131,DISTRIBUTOR CAP     ,,                      ,,1.05,Good
IDC230,WSL DISTRIBUTOR CAP ,,                      ,,1.5,Good
46420,DISTRIBUTOR CAP     ,,                      ,,7.7000000000000002,Good
DDB897,DISTRIBUTOR CAP     ,,                      ,,7.9100000000000001,Good
LDC132,DISTRIBUTOR CAP     ,,                      ,,5.3899999999999997,Good
IDC014,DISTRIBUTOR CAP     ,,                      ,,7.7000000000000002,Good
46430,DISTRIBUTOR CAP     ,,                      ,,11.17,Less than 5
DDB895,DISTRIBUTOR CAP     ,,                      ,,11.73,Less than 5
LDC133,DISTRIBUTOR CAP     ,,                      ,,7.8200000000000003,Less than 5
IDC029,DISTRIBUTOR CAP     ,,                      ,,11.17,Less than 5
46470,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
DDB881,WSL DISTRIBUTOR CAP ,,                      ,,1.05,Good
LDC135,DISTRIBUTOR CAP     ,,                      ,,0.69999999999999996,Good
IDC235,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
46530,DISTRIBUTOR CAP     ,,                      ,,7.2999999999999998,Good
DDB882,DISTRIBUTOR CAP     ,,                      ,,7.4900000000000002,Good
LDC136,DISTRIBUTOR CAP     ,,                      ,,5.1100000000000003,Good
IDC028,DISTRIBUTOR CAP     ,,                      ,,7.2999999999999998,Good
46590,DISTRIBUTOR CAP     ,,                      ,,8.1999999999999993,Good
DDB633,DISTRIBUTOR CAP     ,,                      ,,8.4100000000000001,Good
LDC138,DISTRIBUTOR CAP     ,,                      ,,5.7400000000000002,Good
IDC031,DISTRIBUTOR CAP     ,,                      ,,8.1999999999999993,Good
46591,WSL DISTRIBUTOR CAP ,,                      ,,3,Good
DDB641,WSL DISTRIBUTOR CAP ,,                      ,,3.1499999999999999,Good
LDC139,DISTRIBUTOR CAP     ,,                      ,,2.1000000000000001,Good
IDC237,WSL DISTRIBUTOR CAP ,,                      ,,3,Good
46600,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
DDB636,WSL DISTRIBUTOR CAP ,,                      ,,1.05,Good
LDC140,WSL DISTRIBUTOR CAP ,,                      ,,0.69999999999999996,Good
IDC238,WSL DISTRIBUTOR CAP ,,                      ,,1,Good
46857,DISTRIBUTOR CAP     ,,                      ,,12.210000000000001,Less than 5
DDJ311,DISTRIBUTOR CAP     ,,                      ,,12.82,Less than 5
LDC141,DISTRIBUTOR CAP     ,,                      ,,8.5500000000000007,Less than 5
IDC132,DISTRIBUTOR CAP     ,,                      ,,12.210000000000001,Less than 5
46862,DISTRIBUTOR CAP     ,,                      ,,24.399999999999999,Less than 10
DDJ5008,DISTRIBUTOR CAP     ,,                      ,,25.039999999999999,Less than 10
LDC142,DISTRIBUTOR CAP     ,,                      ,,17.079999999999998,Less than 10
IDC151,DISTRIBUTOR CAP     ,,                      ,,24.399999999999999,Less than 10
